sector,source_id,field,Claude,Codex,Gemini
JRN,SRC_000039,cb_balance_code,3,4,3
JRN,SRC_000042,cb_balance_code,3,1,1
JRN,SRC_000043,cb_balance_code,1,1,1
JRN,SRC_000044,cb_balance_code,1,1,1
JRN,SRC_000045,cb_balance_code,3,4,3
JRN,SRC_000046,cb_balance_code,4,4,4
COR,SRC_000015,cb_benefit_evidence_label_code,2,2,2
COR,SRC_000016,cb_benefit_evidence_label_code,2,2,2
COR,SRC_000025,cb_benefit_evidence_label_code,2,2,1
COR,SRC_000026,cb_benefit_evidence_label_code,2,2,2
COR,SRC_000027,cb_benefit_evidence_label_code,2,2,2
COR,SRC_000062,cb_benefit_evidence_label_code,2,2,2
COR,SRC_000063,cb_benefit_evidence_label_code,2,2,2
COR,SRC_000064,cb_benefit_evidence_label_code,2,2,3
COR,SRC_000065,cb_benefit_evidence_label_code,1,1,1
COR,SRC_000066,cb_benefit_evidence_label_code,2,2,1
FRM,SRC_000010,cb_benefit_evidence_label_code,2,1,2
FRM,SRC_000011,cb_benefit_evidence_label_code,2,1,3
FRM,SRC_000012,cb_benefit_evidence_label_code,2,2,1
FRM,SRC_000013,cb_benefit_evidence_label_code,3,3,1
FRM,SRC_000014,cb_benefit_evidence_label_code,2,1,1
FRM,SRC_000040,cb_benefit_evidence_label_code,3,3,2
FRM,SRC_000041,cb_benefit_evidence_label_code,2,1,2
FRM,SRC_000057,cb_benefit_evidence_label_code,3,2,3
FRM,SRC_000058,cb_benefit_evidence_label_code,2,2,3
FRM,SRC_000059,cb_benefit_evidence_label_code,3,3,2
FRM,SRC_000060,cb_benefit_evidence_label_code,2,2,3
FRM,SRC_000061,cb_benefit_evidence_label_code,1,1,1
GOV,SRC_000002,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000003,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000004,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000005,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000020,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000021,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000022,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000023,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000028,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000031,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000052,cb_benefit_evidence_label_code,2,1,2
GOV,SRC_000053,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000054,cb_benefit_evidence_label_code,2,2,2
GOV,SRC_000055,cb_benefit_evidence_label_code,1,1,2
GOV,SRC_000056,cb_benefit_evidence_label_code,2,1,2
INS,SRC_000017,cb_benefit_evidence_label_code,2,2,2
INS,SRC_000018,cb_benefit_evidence_label_code,2,2,3
INS,SRC_000019,cb_benefit_evidence_label_code,2,2,2
INS,SRC_000024,cb_benefit_evidence_label_code,2,1,2
INS,SRC_000029,cb_benefit_evidence_label_code,2,1,2
INS,SRC_000030,cb_benefit_evidence_label_code,2,2,1
INS,SRC_000032,cb_benefit_evidence_label_code,2,2,2
INS,SRC_000033,cb_benefit_evidence_label_code,2,2,2
INS,SRC_000034,cb_benefit_evidence_label_code,2,2,2
INS,SRC_000047,cb_benefit_evidence_label_code,2,2,2
INS,SRC_000048,cb_benefit_evidence_label_code,2,2,2
INS,SRC_000049,cb_benefit_evidence_label_code,2,2,2
INS,SRC_000050,cb_benefit_evidence_label_code,1,1,1
INS,SRC_000051,cb_benefit_evidence_label_code,2,2,2
JRN,SRC_000006,cb_benefit_evidence_label_code,1,1,1
JRN,SRC_000007,cb_benefit_evidence_label_code,2,1,2
JRN,SRC_000008,cb_benefit_evidence_label_code,1,1,1
JRN,SRC_000009,cb_benefit_evidence_label_code,2,1,2
JRN,SRC_000035,cb_benefit_evidence_label_code,2,1,2
JRN,SRC_000036,cb_benefit_evidence_label_code,2,2,1
JRN,SRC_000037,cb_benefit_evidence_label_code,2,2,1
JRN,SRC_000038,cb_benefit_evidence_label_code,3,2,2
JRN,SRC_000039,cb_benefit_evidence_label_code,2,2,1
JRN,SRC_000042,cb_benefit_evidence_label_code,2,2,2
JRN,SRC_000043,cb_benefit_evidence_label_code,2,2,2
JRN,SRC_000044,cb_benefit_evidence_label_code,2,1,2
JRN,SRC_000045,cb_benefit_evidence_label_code,2,2,2
JRN,SRC_000046,cb_benefit_evidence_label_code,3,2,2
COR,SRC_000015,cb_cost_evidence_label_code,2,2,2
COR,SRC_000016,cb_cost_evidence_label_code,2,1,2
COR,SRC_000025,cb_cost_evidence_label_code,2,2,2
COR,SRC_000026,cb_cost_evidence_label_code,2,2,2
COR,SRC_000027,cb_cost_evidence_label_code,2,2,2
COR,SRC_000062,cb_cost_evidence_label_code,2,2,2
COR,SRC_000063,cb_cost_evidence_label_code,2,2,2
COR,SRC_000064,cb_cost_evidence_label_code,2,2,3
COR,SRC_000065,cb_cost_evidence_label_code,2,1,2
COR,SRC_000066,cb_cost_evidence_label_code,0,2,2
FRM,SRC_000010,cb_cost_evidence_label_code,2,2,2
FRM,SRC_000011,cb_cost_evidence_label_code,3,2,2
FRM,SRC_000012,cb_cost_evidence_label_code,2,1,1
FRM,SRC_000013,cb_cost_evidence_label_code,2,1,1
FRM,SRC_000014,cb_cost_evidence_label_code,1,1,1
FRM,SRC_000040,cb_cost_evidence_label_code,3,2,2
FRM,SRC_000041,cb_cost_evidence_label_code,2,1,2
FRM,SRC_000057,cb_cost_evidence_label_code,2,3,0
FRM,SRC_000058,cb_cost_evidence_label_code,2,2,3
FRM,SRC_000059,cb_cost_evidence_label_code,3,3,2
FRM,SRC_000060,cb_cost_evidence_label_code,2,2,3
FRM,SRC_000061,cb_cost_evidence_label_code,1,1,2
GOV,SRC_000002,cb_cost_evidence_label_code,2,2,2
GOV,SRC_000003,cb_cost_evidence_label_code,2,2,2
GOV,SRC_000004,cb_cost_evidence_label_code,2,2,2
GOV,SRC_000005,cb_cost_evidence_label_code,2,2,2
GOV,SRC_000020,cb_cost_evidence_label_code,2,1,2
GOV,SRC_000021,cb_cost_evidence_label_code,2,1,2
GOV,SRC_000022,cb_cost_evidence_label_code,1,1,1
GOV,SRC_000023,cb_cost_evidence_label_code,2,2,2
GOV,SRC_000028,cb_cost_evidence_label_code,2,2,2
GOV,SRC_000031,cb_cost_evidence_label_code,2,2,2
GOV,SRC_000052,cb_cost_evidence_label_code,1,1,2
GOV,SRC_000053,cb_cost_evidence_label_code,2,2,2
GOV,SRC_000054,cb_cost_evidence_label_code,2,2,2
GOV,SRC_000055,cb_cost_evidence_label_code,2,1,2
GOV,SRC_000056,cb_cost_evidence_label_code,2,1,2
INS,SRC_000017,cb_cost_evidence_label_code,2,2,2
INS,SRC_000018,cb_cost_evidence_label_code,1,1,2
INS,SRC_000019,cb_cost_evidence_label_code,2,2,2
INS,SRC_000024,cb_cost_evidence_label_code,2,1,2
INS,SRC_000029,cb_cost_evidence_label_code,2,1,2
INS,SRC_000030,cb_cost_evidence_label_code,1,1,1
INS,SRC_000032,cb_cost_evidence_label_code,1,1,1
INS,SRC_000033,cb_cost_evidence_label_code,2,1,2
INS,SRC_000034,cb_cost_evidence_label_code,2,1,2
INS,SRC_000047,cb_cost_evidence_label_code,2,2,2
INS,SRC_000048,cb_cost_evidence_label_code,1,1,1
INS,SRC_000049,cb_cost_evidence_label_code,2,2,2
INS,SRC_000050,cb_cost_evidence_label_code,1,1,1
INS,SRC_000051,cb_cost_evidence_label_code,1,1,2
JRN,SRC_000006,cb_cost_evidence_label_code,1,1,1
JRN,SRC_000007,cb_cost_evidence_label_code,2,1,2
JRN,SRC_000008,cb_cost_evidence_label_code,1,1,1
JRN,SRC_000009,cb_cost_evidence_label_code,2,2,2
JRN,SRC_000035,cb_cost_evidence_label_code,2,1,2
JRN,SRC_000036,cb_cost_evidence_label_code,2,1,1
JRN,SRC_000037,cb_cost_evidence_label_code,1,1,1
JRN,SRC_000038,cb_cost_evidence_label_code,2,1,2
JRN,SRC_000039,cb_cost_evidence_label_code,1,1,1
JRN,SRC_000042,cb_cost_evidence_label_code,2,2,2
JRN,SRC_000043,cb_cost_evidence_label_code,2,2,2
JRN,SRC_000044,cb_cost_evidence_label_code,2,1,3
JRN,SRC_000045,cb_cost_evidence_label_code,2,2,2
JRN,SRC_000046,cb_cost_evidence_label_code,1,1,1
COR,SRC_000015,cb_distribution_direction_code,2,5,5
COR,SRC_000016,cb_distribution_direction_code,1,5,2
COR,SRC_000025,cb_distribution_direction_code,3,5,3
COR,SRC_000026,cb_distribution_direction_code,1,5,5
COR,SRC_000027,cb_distribution_direction_code,2,5,2
COR,SRC_000062,cb_distribution_direction_code,5,5,5
COR,SRC_000063,cb_distribution_direction_code,5,5,5
COR,SRC_000064,cb_distribution_direction_code,2,3,2
COR,SRC_000065,cb_distribution_direction_code,3,3,3
COR,SRC_000066,cb_distribution_direction_code,2,5,2
FRM,SRC_000010,cb_distribution_direction_code,3,3,3
FRM,SRC_000011,cb_distribution_direction_code,3,5,3
FRM,SRC_000012,cb_distribution_direction_code,3,3,4
FRM,SRC_000013,cb_distribution_direction_code,3,3,4
FRM,SRC_000014,cb_distribution_direction_code,5,5,4
FRM,SRC_000040,cb_distribution_direction_code,5,5,3
FRM,SRC_000041,cb_distribution_direction_code,5,5,5
FRM,SRC_000057,cb_distribution_direction_code,1,5,1
FRM,SRC_000058,cb_distribution_direction_code,1,1,1
FRM,SRC_000059,cb_distribution_direction_code,4,5,4
FRM,SRC_000060,cb_distribution_direction_code,5,5,5
FRM,SRC_000061,cb_distribution_direction_code,1,5,1
GOV,SRC_000002,cb_distribution_direction_code,2,5,1
GOV,SRC_000003,cb_distribution_direction_code,2,2,2
GOV,SRC_000004,cb_distribution_direction_code,2,2,5
GOV,SRC_000005,cb_distribution_direction_code,2,5,2
GOV,SRC_000020,cb_distribution_direction_code,1,5,5
GOV,SRC_000021,cb_distribution_direction_code,2,5,5
GOV,SRC_000022,cb_distribution_direction_code,5,5,2
GOV,SRC_000023,cb_distribution_direction_code,5,5,1
GOV,SRC_000028,cb_distribution_direction_code,1,5,5
GOV,SRC_000031,cb_distribution_direction_code,1,1,1
GOV,SRC_000052,cb_distribution_direction_code,1,1,5
GOV,SRC_000053,cb_distribution_direction_code,1,1,1
GOV,SRC_000054,cb_distribution_direction_code,2,5,5
GOV,SRC_000055,cb_distribution_direction_code,2,5,2
GOV,SRC_000056,cb_distribution_direction_code,5,5,5
INS,SRC_000017,cb_distribution_direction_code,1,1,1
INS,SRC_000018,cb_distribution_direction_code,3,5,3
INS,SRC_000019,cb_distribution_direction_code,2,5,2
INS,SRC_000024,cb_distribution_direction_code,1,5,5
INS,SRC_000029,cb_distribution_direction_code,1,1,1
INS,SRC_000030,cb_distribution_direction_code,4,4,4
INS,SRC_000032,cb_distribution_direction_code,1,5,1
INS,SRC_000033,cb_distribution_direction_code,1,5,1
INS,SRC_000034,cb_distribution_direction_code,2,5,2
INS,SRC_000047,cb_distribution_direction_code,1,1,1
INS,SRC_000048,cb_distribution_direction_code,4,4,4
INS,SRC_000049,cb_distribution_direction_code,1,1,5
INS,SRC_000050,cb_distribution_direction_code,1,5,1
INS,SRC_000051,cb_distribution_direction_code,3,5,5
JRN,SRC_000006,cb_distribution_direction_code,5,5,5
JRN,SRC_000007,cb_distribution_direction_code,5,5,5
JRN,SRC_000008,cb_distribution_direction_code,2,5,3
JRN,SRC_000009,cb_distribution_direction_code,2,5,4
JRN,SRC_000035,cb_distribution_direction_code,2,5,2
JRN,SRC_000036,cb_distribution_direction_code,5,5,5
JRN,SRC_000037,cb_distribution_direction_code,5,5,5
JRN,SRC_000038,cb_distribution_direction_code,4,5,4
JRN,SRC_000039,cb_distribution_direction_code,5,5,2
JRN,SRC_000042,cb_distribution_direction_code,2,2,2
JRN,SRC_000043,cb_distribution_direction_code,2,2,2
JRN,SRC_000044,cb_distribution_direction_code,2,5,2
JRN,SRC_000045,cb_distribution_direction_code,5,5,5
JRN,SRC_000046,cb_distribution_direction_code,4,4,4
COR,SRC_000015,cb_primary_cost_bearer_code,3,6,3
COR,SRC_000016,cb_primary_cost_bearer_code,6,6,4
COR,SRC_000025,cb_primary_cost_bearer_code,6,6,4
COR,SRC_000026,cb_primary_cost_bearer_code,6,6,4
COR,SRC_000027,cb_primary_cost_bearer_code,6,6,4
COR,SRC_000062,cb_primary_cost_bearer_code,6,6,6
COR,SRC_000063,cb_primary_cost_bearer_code,6,6,3
COR,SRC_000064,cb_primary_cost_bearer_code,3,3,3
COR,SRC_000065,cb_primary_cost_bearer_code,3,3,3
COR,SRC_000066,cb_primary_cost_bearer_code,0,6,4
FRM,SRC_000010,cb_primary_cost_bearer_code,6,6,6
FRM,SRC_000011,cb_primary_cost_bearer_code,6,6,6
FRM,SRC_000012,cb_primary_cost_bearer_code,2,2,2
FRM,SRC_000013,cb_primary_cost_bearer_code,6,6,6
FRM,SRC_000014,cb_primary_cost_bearer_code,2,1,1
FRM,SRC_000040,cb_primary_cost_bearer_code,6,6,1
FRM,SRC_000041,cb_primary_cost_bearer_code,1,1,1
FRM,SRC_000057,cb_primary_cost_bearer_code,0,6,0
FRM,SRC_000058,cb_primary_cost_bearer_code,6,6,6
FRM,SRC_000059,cb_primary_cost_bearer_code,6,6,6
FRM,SRC_000060,cb_primary_cost_bearer_code,6,6,6
FRM,SRC_000061,cb_primary_cost_bearer_code,8,4,0
GOV,SRC_000002,cb_primary_cost_bearer_code,3,6,5
GOV,SRC_000003,cb_primary_cost_bearer_code,3,5,3
GOV,SRC_000004,cb_primary_cost_bearer_code,3,6,3
GOV,SRC_000005,cb_primary_cost_bearer_code,3,5,3
GOV,SRC_000020,cb_primary_cost_bearer_code,3,4,4
GOV,SRC_000021,cb_primary_cost_bearer_code,6,6,6
GOV,SRC_000022,cb_primary_cost_bearer_code,6,6,6
GOV,SRC_000023,cb_primary_cost_bearer_code,4,6,4
GOV,SRC_000028,cb_primary_cost_bearer_code,6,6,2
GOV,SRC_000031,cb_primary_cost_bearer_code,3,6,4
GOV,SRC_000052,cb_primary_cost_bearer_code,6,6,6
GOV,SRC_000053,cb_primary_cost_bearer_code,6,6,6
GOV,SRC_000054,cb_primary_cost_bearer_code,4,6,4
GOV,SRC_000055,cb_primary_cost_bearer_code,6,3,4
GOV,SRC_000056,cb_primary_cost_bearer_code,6,6,3
INS,SRC_000017,cb_primary_cost_bearer_code,6,6,6
INS,SRC_000018,cb_primary_cost_bearer_code,6,6,6
INS,SRC_000019,cb_primary_cost_bearer_code,3,1,3
INS,SRC_000024,cb_primary_cost_bearer_code,6,6,6
INS,SRC_000029,cb_primary_cost_bearer_code,6,6,6
INS,SRC_000030,cb_primary_cost_bearer_code,6,6,6
INS,SRC_000032,cb_primary_cost_bearer_code,6,6,3
INS,SRC_000033,cb_primary_cost_bearer_code,6,6,2
INS,SRC_000034,cb_primary_cost_bearer_code,3,3,3
INS,SRC_000047,cb_primary_cost_bearer_code,6,6,8
INS,SRC_000048,cb_primary_cost_bearer_code,6,6,6
INS,SRC_000049,cb_primary_cost_bearer_code,6,6,6
INS,SRC_000050,cb_primary_cost_bearer_code,6,6,6
INS,SRC_000051,cb_primary_cost_bearer_code,6,6,6
JRN,SRC_000006,cb_primary_cost_bearer_code,6,1,6
JRN,SRC_000007,cb_primary_cost_bearer_code,1,1,1
JRN,SRC_000008,cb_primary_cost_bearer_code,6,6,3
JRN,SRC_000009,cb_primary_cost_bearer_code,1,1,1
JRN,SRC_000035,cb_primary_cost_bearer_code,6,6,3
JRN,SRC_000036,cb_primary_cost_bearer_code,6,6,6
JRN,SRC_000037,cb_primary_cost_bearer_code,6,6,6
JRN,SRC_000038,cb_primary_cost_bearer_code,6,1,1
JRN,SRC_000039,cb_primary_cost_bearer_code,6,6,6
JRN,SRC_000042,cb_primary_cost_bearer_code,2,3,3
JRN,SRC_000043,cb_primary_cost_bearer_code,3,3,3
JRN,SRC_000044,cb_primary_cost_bearer_code,6,6,8
JRN,SRC_000045,cb_primary_cost_bearer_code,6,6,6
JRN,SRC_000046,cb_primary_cost_bearer_code,6,6,6
COR,SRC_000015,cb_primary_material_beneficiary_code,6,6,6
COR,SRC_000016,cb_primary_material_beneficiary_code,6,6,4
COR,SRC_000025,cb_primary_material_beneficiary_code,6,6,6
COR,SRC_000026,cb_primary_material_beneficiary_code,6,6,6
COR,SRC_000027,cb_primary_material_beneficiary_code,6,6,1
COR,SRC_000062,cb_primary_material_beneficiary_code,6,6,6
COR,SRC_000063,cb_primary_material_beneficiary_code,6,6,6
COR,SRC_000064,cb_primary_material_beneficiary_code,3,3,3
COR,SRC_000065,cb_primary_material_beneficiary_code,3,4,3
COR,SRC_000066,cb_primary_material_beneficiary_code,3,4,3
FRM,SRC_000010,cb_primary_material_beneficiary_code,4,4,4
FRM,SRC_000011,cb_primary_material_beneficiary_code,4,6,4
FRM,SRC_000012,cb_primary_material_beneficiary_code,4,4,4
FRM,SRC_000013,cb_primary_material_beneficiary_code,4,4,4
FRM,SRC_000014,cb_primary_material_beneficiary_code,3,2,3
FRM,SRC_000040,cb_primary_material_beneficiary_code,3,1,4
FRM,SRC_000041,cb_primary_material_beneficiary_code,1,1,1
FRM,SRC_000057,cb_primary_material_beneficiary_code,6,6,6
FRM,SRC_000058,cb_primary_material_beneficiary_code,6,6,6
FRM,SRC_000059,cb_primary_material_beneficiary_code,4,6,6
FRM,SRC_000060,cb_primary_material_beneficiary_code,6,6,6
FRM,SRC_000061,cb_primary_material_beneficiary_code,4,6,6
GOV,SRC_000002,cb_primary_material_beneficiary_code,6,6,6
GOV,SRC_000003,cb_primary_material_beneficiary_code,6,6,6
GOV,SRC_000004,cb_primary_material_beneficiary_code,6,6,6
GOV,SRC_000005,cb_primary_material_beneficiary_code,3,5,3
GOV,SRC_000020,cb_primary_material_beneficiary_code,6,6,6
GOV,SRC_000021,cb_primary_material_beneficiary_code,3,6,6
GOV,SRC_000022,cb_primary_material_beneficiary_code,3,6,3
GOV,SRC_000023,cb_primary_material_beneficiary_code,6,6,6
GOV,SRC_000028,cb_primary_material_beneficiary_code,6,6,6
GOV,SRC_000031,cb_primary_material_beneficiary_code,6,6,6
GOV,SRC_000052,cb_primary_material_beneficiary_code,6,6,6
GOV,SRC_000053,cb_primary_material_beneficiary_code,6,6,6
GOV,SRC_000054,cb_primary_material_beneficiary_code,5,6,6
GOV,SRC_000055,cb_primary_material_beneficiary_code,3,4,6
GOV,SRC_000056,cb_primary_material_beneficiary_code,6,6,6
INS,SRC_000017,cb_primary_material_beneficiary_code,6,6,6
INS,SRC_000018,cb_primary_material_beneficiary_code,4,6,4
INS,SRC_000019,cb_primary_material_beneficiary_code,3,1,3
INS,SRC_000024,cb_primary_material_beneficiary_code,6,6,6
INS,SRC_000029,cb_primary_material_beneficiary_code,6,6,6
INS,SRC_000030,cb_primary_material_beneficiary_code,6,6,3
INS,SRC_000032,cb_primary_material_beneficiary_code,6,6,6
INS,SRC_000033,cb_primary_material_beneficiary_code,6,6,6
INS,SRC_000034,cb_primary_material_beneficiary_code,3,3,3
INS,SRC_000047,cb_primary_material_beneficiary_code,6,6,6
INS,SRC_000048,cb_primary_material_beneficiary_code,4,3,4
INS,SRC_000049,cb_primary_material_beneficiary_code,6,6,6
INS,SRC_000050,cb_primary_material_beneficiary_code,6,6,6
INS,SRC_000051,cb_primary_material_beneficiary_code,4,6,6
JRN,SRC_000006,cb_primary_material_beneficiary_code,3,3,6
JRN,SRC_000007,cb_primary_material_beneficiary_code,1,1,1
JRN,SRC_000008,cb_primary_material_beneficiary_code,3,6,3
JRN,SRC_000009,cb_primary_material_beneficiary_code,3,3,3
JRN,SRC_000035,cb_primary_material_beneficiary_code,3,3,3
JRN,SRC_000036,cb_primary_material_beneficiary_code,4,6,6
JRN,SRC_000037,cb_primary_material_beneficiary_code,6,6,6
JRN,SRC_000038,cb_primary_material_beneficiary_code,4,6,1
JRN,SRC_000039,cb_primary_material_beneficiary_code,3,6,3
JRN,SRC_000042,cb_primary_material_beneficiary_code,3,3,3
JRN,SRC_000043,cb_primary_material_beneficiary_code,3,3,3
JRN,SRC_000044,cb_primary_material_beneficiary_code,6,6,6
JRN,SRC_000045,cb_primary_material_beneficiary_code,6,6,6
JRN,SRC_000046,cb_primary_material_beneficiary_code,3,3,4
COR,SRC_000015,cb_primary_value_capturer_code,4,4,4
COR,SRC_000016,cb_primary_value_capturer_code,4,4,4
COR,SRC_000025,cb_primary_value_capturer_code,4,4,4
COR,SRC_000026,cb_primary_value_capturer_code,4,4,4
COR,SRC_000027,cb_primary_value_capturer_code,4,4,4
COR,SRC_000062,cb_primary_value_capturer_code,4,4,4
COR,SRC_000063,cb_primary_value_capturer_code,4,4,4
COR,SRC_000064,cb_primary_value_capturer_code,4,4,4
COR,SRC_000065,cb_primary_value_capturer_code,4,4,4
COR,SRC_000066,cb_primary_value_capturer_code,4,4,4
FRM,SRC_000010,cb_primary_value_capturer_code,4,4,4
FRM,SRC_000011,cb_primary_value_capturer_code,4,4,4
FRM,SRC_000012,cb_primary_value_capturer_code,4,4,4
FRM,SRC_000013,cb_primary_value_capturer_code,4,4,4
FRM,SRC_000014,cb_primary_value_capturer_code,3,4,4
FRM,SRC_000040,cb_primary_value_capturer_code,3,4,4
FRM,SRC_000041,cb_primary_value_capturer_code,4,4,4
FRM,SRC_000057,cb_primary_value_capturer_code,0,4,0
FRM,SRC_000058,cb_primary_value_capturer_code,0,0,6
FRM,SRC_000059,cb_primary_value_capturer_code,4,4,4
FRM,SRC_000060,cb_primary_value_capturer_code,4,4,4
