source_id,sector,coder,field,rating
SRC_000062,COR,Claude,eth_autonomy_code,2
SRC_000062,COR,Claude,eth_beneficence_eth_code,2
SRC_000062,COR,Claude,eth_beneficence_mech_code,2
SRC_000062,COR,Claude,eth_equity_code,1
SRC_000062,COR,Claude,eth_integrity_code,3
SRC_000062,COR,Claude,eth_justice_code,1
SRC_000062,COR,Claude,eth_nonmaleficence_code,5
SRC_000062,COR,Claude,eth_privacy_code,0
SRC_000062,COR,Claude,eth_transparency_code,3
SRC_000062,COR,Claude,int_academic_intensity_code,0
SRC_000062,COR,Claude,int_assessment_intensity_code,0
SRC_000062,COR,Claude,int_data_prov_intensity_code,2
SRC_000062,COR,Claude,int_epistemic_intensity_code,3
SRC_000062,COR,Claude,int_research_intensity_code,0
SRC_000062,COR,Claude,int_system_tevv_intensity_code,4
SRC_000062,COR,Claude,journal_evidence_quality_strength_code,
SRC_000062,COR,Claude,surveillance_monitoring_presence_strength_code,
SRC_000063,COR,Claude,cb_benefit_intensity_code,2
SRC_000063,COR,Claude,cb_benefit_presence_strength_code,2
SRC_000063,COR,Claude,cb_cost_intensity_code,4
SRC_000063,COR,Claude,cb_cost_presence_strength_code,4
SRC_000063,COR,Claude,detection_verification_presence_strength_code,
SRC_000063,COR,Claude,dppra_a_strength_code,3
SRC_000063,COR,Claude,dppra_alignment_score_code,2
SRC_000063,COR,Claude,dppra_d_strength_code,4
SRC_000063,COR,Claude,dppra_p1_strength_code,3
SRC_000063,COR,Claude,dppra_p2_strength_code,3
SRC_000063,COR,Claude,dppra_r_strength_code,2
SRC_000063,COR,Claude,eth_accountability_code,4
SRC_000063,COR,Claude,eth_autonomy_code,1
SRC_000063,COR,Claude,eth_beneficence_eth_code,2
SRC_000063,COR,Claude,eth_beneficence_mech_code,2
SRC_000063,COR,Claude,eth_equity_code,0
SRC_000063,COR,Claude,eth_integrity_code,4
SRC_000063,COR,Claude,eth_justice_code,0
SRC_000063,COR,Claude,eth_nonmaleficence_code,5
SRC_000063,COR,Claude,eth_privacy_code,1
SRC_000063,COR,Claude,eth_transparency_code,2
SRC_000063,COR,Claude,int_academic_intensity_code,0
SRC_000063,COR,Claude,int_assessment_intensity_code,0
SRC_000063,COR,Claude,int_data_prov_intensity_code,1
SRC_000063,COR,Claude,int_epistemic_intensity_code,1
SRC_000063,COR,Claude,int_research_intensity_code,0
SRC_000063,COR,Claude,int_system_tevv_intensity_code,4
SRC_000063,COR,Claude,journal_evidence_quality_strength_code,
SRC_000063,COR,Claude,surveillance_monitoring_presence_strength_code,
SRC_000064,COR,Claude,cb_benefit_intensity_code,3
SRC_000064,COR,Claude,cb_benefit_presence_strength_code,4
SRC_000064,COR,Claude,cb_cost_intensity_code,2
SRC_000064,COR,Claude,cb_cost_presence_strength_code,2
SRC_000064,COR,Claude,detection_verification_presence_strength_code,
SRC_000064,COR,Claude,dppra_a_strength_code,2
SRC_000064,COR,Claude,dppra_alignment_score_code,3
SRC_000064,COR,Claude,dppra_d_strength_code,4
SRC_000064,COR,Claude,dppra_p1_strength_code,3
SRC_000064,COR,Claude,dppra_p2_strength_code,4
SRC_000064,COR,Claude,dppra_r_strength_code,3
SRC_000064,COR,Claude,eth_accountability_code,3
SRC_000064,COR,Claude,eth_autonomy_code,3
SRC_000064,COR,Claude,eth_beneficence_eth_code,2
SRC_000064,COR,Claude,eth_beneficence_mech_code,3
SRC_000064,COR,Claude,eth_equity_code,3
SRC_000064,COR,Claude,eth_integrity_code,3
SRC_000064,COR,Claude,eth_justice_code,1
SRC_000064,COR,Claude,eth_nonmaleficence_code,3
SRC_000064,COR,Claude,eth_privacy_code,4
SRC_000064,COR,Claude,eth_transparency_code,4
SRC_000064,COR,Claude,int_academic_intensity_code,0
SRC_000064,COR,Claude,int_assessment_intensity_code,0
SRC_000064,COR,Claude,int_data_prov_intensity_code,3
SRC_000064,COR,Claude,int_epistemic_intensity_code,3
SRC_000064,COR,Claude,int_research_intensity_code,0
SRC_000064,COR,Claude,int_system_tevv_intensity_code,3
SRC_000064,COR,Claude,journal_evidence_quality_strength_code,
SRC_000064,COR,Claude,surveillance_monitoring_presence_strength_code,
SRC_000065,COR,Claude,cb_benefit_intensity_code,3
SRC_000065,COR,Claude,cb_benefit_presence_strength_code,3
SRC_000065,COR,Claude,cb_cost_intensity_code,1
SRC_000065,COR,Claude,cb_cost_presence_strength_code,1
SRC_000065,COR,Claude,detection_verification_presence_strength_code,
SRC_000065,COR,Claude,dppra_a_strength_code,2
SRC_000065,COR,Claude,dppra_alignment_score_code,3
SRC_000065,COR,Claude,dppra_d_strength_code,3
SRC_000065,COR,Claude,dppra_p1_strength_code,2
SRC_000065,COR,Claude,dppra_p2_strength_code,3
SRC_000065,COR,Claude,dppra_r_strength_code,3
SRC_000065,COR,Claude,eth_accountability_code,2
SRC_000065,COR,Claude,eth_autonomy_code,2
SRC_000065,COR,Claude,eth_beneficence_eth_code,1
SRC_000065,COR,Claude,eth_beneficence_mech_code,3
SRC_000065,COR,Claude,eth_equity_code,2
SRC_000065,COR,Claude,eth_integrity_code,2
SRC_000065,COR,Claude,eth_justice_code,1
SRC_000065,COR,Claude,eth_nonmaleficence_code,3
SRC_000065,COR,Claude,eth_privacy_code,2
SRC_000065,COR,Claude,eth_transparency_code,3
SRC_000065,COR,Claude,int_academic_intensity_code,0
SRC_000065,COR,Claude,int_assessment_intensity_code,0
SRC_000065,COR,Claude,int_data_prov_intensity_code,1
SRC_000065,COR,Claude,int_epistemic_intensity_code,3
SRC_000065,COR,Claude,int_research_intensity_code,0
SRC_000065,COR,Claude,int_system_tevv_intensity_code,3
SRC_000065,COR,Claude,journal_evidence_quality_strength_code,
SRC_000065,COR,Claude,surveillance_monitoring_presence_strength_code,
SRC_000066,COR,Claude,cb_benefit_intensity_code,2
SRC_000066,COR,Claude,cb_benefit_presence_strength_code,3
SRC_000066,COR,Claude,cb_cost_intensity_code,1
SRC_000066,COR,Claude,cb_cost_presence_strength_code,1
SRC_000066,COR,Claude,detection_verification_presence_strength_code,
SRC_000066,COR,Claude,dppra_a_strength_code,2
SRC_000066,COR,Claude,dppra_alignment_score_code,2
SRC_000066,COR,Claude,dppra_d_strength_code,4
SRC_000066,COR,Claude,dppra_p1_strength_code,2
SRC_000066,COR,Claude,dppra_p2_strength_code,3
SRC_000066,COR,Claude,dppra_r_strength_code,3
SRC_000066,COR,Claude,eth_accountability_code,3
SRC_000066,COR,Claude,eth_autonomy_code,2
SRC_000066,COR,Claude,eth_beneficence_eth_code,2
SRC_000066,COR,Claude,eth_beneficence_mech_code,3
SRC_000066,COR,Claude,eth_equity_code,2
SRC_000066,COR,Claude,eth_integrity_code,3
SRC_000066,COR,Claude,eth_justice_code,1
SRC_000066,COR,Claude,eth_nonmaleficence_code,2
SRC_000066,COR,Claude,eth_privacy_code,3
SRC_000066,COR,Claude,eth_transparency_code,4
SRC_000066,COR,Claude,int_academic_intensity_code,0
SRC_000066,COR,Claude,int_assessment_intensity_code,0
SRC_000066,COR,Claude,int_data_prov_intensity_code,2
SRC_000066,COR,Claude,int_epistemic_intensity_code,2
SRC_000066,COR,Claude,int_research_intensity_code,0
SRC_000066,COR,Claude,int_system_tevv_intensity_code,3
SRC_000066,COR,Claude,journal_evidence_quality_strength_code,
SRC_000066,COR,Claude,surveillance_monitoring_presence_strength_code,
SRC_000015,COR,Codex,cb_benefit_intensity_code,3
SRC_000015,COR,Codex,cb_benefit_presence_strength_code,4
SRC_000015,COR,Codex,cb_cost_intensity_code,4
SRC_000015,COR,Codex,cb_cost_presence_strength_code,4
SRC_000015,COR,Codex,detection_verification_presence_strength_code,
SRC_000015,COR,Codex,dppra_a_strength_code,4
SRC_000015,COR,Codex,dppra_alignment_score_code,3
SRC_000015,COR,Codex,dppra_d_strength_code,4
SRC_000015,COR,Codex,dppra_p1_strength_code,5
SRC_000015,COR,Codex,dppra_p2_strength_code,4
SRC_000015,COR,Codex,dppra_r_strength_code,3
SRC_000015,COR,Codex,eth_accountability_code,4
SRC_000015,COR,Codex,eth_autonomy_code,3
SRC_000015,COR,Codex,eth_beneficence_eth_code,3
SRC_000015,COR,Codex,eth_beneficence_mech_code,3
SRC_000015,COR,Codex,eth_equity_code,3
SRC_000015,COR,Codex,eth_integrity_code,4
SRC_000015,COR,Codex,eth_justice_code,3
SRC_000015,COR,Codex,eth_nonmaleficence_code,4
SRC_000015,COR,Codex,eth_privacy_code,2
SRC_000015,COR,Codex,eth_transparency_code,4
SRC_000015,COR,Codex,int_academic_intensity_code,0
SRC_000015,COR,Codex,int_assessment_intensity_code,0
SRC_000015,COR,Codex,int_data_prov_intensity_code,4
SRC_000015,COR,Codex,int_epistemic_intensity_code,4
SRC_000015,COR,Codex,int_research_intensity_code,0
SRC_000015,COR,Codex,int_system_tevv_intensity_code,4
SRC_000015,COR,Codex,journal_evidence_quality_strength_code,
SRC_000015,COR,Codex,surveillance_monitoring_presence_strength_code,
SRC_000016,COR,Codex,cb_benefit_intensity_code,3
SRC_000016,COR,Codex,cb_benefit_presence_strength_code,3
SRC_000016,COR,Codex,cb_cost_intensity_code,4
SRC_000016,COR,Codex,cb_cost_presence_strength_code,4
SRC_000016,COR,Codex,detection_verification_presence_strength_code,
SRC_000016,COR,Codex,dppra_a_strength_code,4
SRC_000016,COR,Codex,dppra_alignment_score_code,3
SRC_000016,COR,Codex,dppra_d_strength_code,4
SRC_000016,COR,Codex,dppra_p1_strength_code,4
SRC_000016,COR,Codex,dppra_p2_strength_code,3
SRC_000016,COR,Codex,dppra_r_strength_code,3
SRC_000016,COR,Codex,eth_accountability_code,4
SRC_000016,COR,Codex,eth_autonomy_code,2
SRC_000016,COR,Codex,eth_beneficence_eth_code,3
SRC_000016,COR,Codex,eth_beneficence_mech_code,3
SRC_000016,COR,Codex,eth_equity_code,0
SRC_000016,COR,Codex,eth_integrity_code,4
SRC_000016,COR,Codex,eth_justice_code,3
SRC_000016,COR,Codex,eth_nonmaleficence_code,5
SRC_000016,COR,Codex,eth_privacy_code,1
SRC_000016,COR,Codex,eth_transparency_code,4
SRC_000016,COR,Codex,int_academic_intensity_code,0
SRC_000016,COR,Codex,int_assessment_intensity_code,4
SRC_000016,COR,Codex,int_data_prov_intensity_code,0
SRC_000016,COR,Codex,int_epistemic_intensity_code,1
SRC_000016,COR,Codex,int_research_intensity_code,0
SRC_000016,COR,Codex,int_system_tevv_intensity_code,4
SRC_000016,COR,Codex,journal_evidence_quality_strength_code,
SRC_000016,COR,Codex,surveillance_monitoring_presence_strength_code,
SRC_000025,COR,Codex,cb_benefit_intensity_code,4
SRC_000025,COR,Codex,cb_benefit_presence_strength_code,4
SRC_000025,COR,Codex,cb_cost_intensity_code,4
SRC_000025,COR,Codex,cb_cost_presence_strength_code,4
SRC_000025,COR,Codex,detection_verification_presence_strength_code,
SRC_000025,COR,Codex,dppra_a_strength_code,3
SRC_000025,COR,Codex,dppra_alignment_score_code,3
SRC_000025,COR,Codex,dppra_d_strength_code,5
SRC_000025,COR,Codex,dppra_p1_strength_code,4
SRC_000025,COR,Codex,dppra_p2_strength_code,4
SRC_000025,COR,Codex,dppra_r_strength_code,2
SRC_000025,COR,Codex,eth_accountability_code,4
SRC_000025,COR,Codex,eth_autonomy_code,3
SRC_000025,COR,Codex,eth_beneficence_eth_code,4
SRC_000025,COR,Codex,eth_beneficence_mech_code,4
SRC_000025,COR,Codex,eth_equity_code,2
SRC_000025,COR,Codex,eth_integrity_code,4
SRC_000025,COR,Codex,eth_justice_code,2
SRC_000025,COR,Codex,eth_nonmaleficence_code,4
SRC_000025,COR,Codex,eth_privacy_code,3
SRC_000025,COR,Codex,eth_transparency_code,4
SRC_000025,COR,Codex,int_academic_intensity_code,0
SRC_000025,COR,Codex,int_assessment_intensity_code,0
SRC_000025,COR,Codex,int_data_prov_intensity_code,3
SRC_000025,COR,Codex,int_epistemic_intensity_code,0
SRC_000025,COR,Codex,int_research_intensity_code,0
SRC_000025,COR,Codex,int_system_tevv_intensity_code,4
SRC_000025,COR,Codex,journal_evidence_quality_strength_code,
SRC_000025,COR,Codex,surveillance_monitoring_presence_strength_code,
SRC_000026,COR,Codex,cb_benefit_intensity_code,3
SRC_000026,COR,Codex,cb_benefit_presence_strength_code,3
SRC_000026,COR,Codex,cb_cost_intensity_code,4
SRC_000026,COR,Codex,cb_cost_presence_strength_code,4
SRC_000026,COR,Codex,detection_verification_presence_strength_code,
SRC_000026,COR,Codex,dppra_a_strength_code,3
SRC_000026,COR,Codex,dppra_alignment_score_code,3
SRC_000026,COR,Codex,dppra_d_strength_code,4
SRC_000026,COR,Codex,dppra_p1_strength_code,4
SRC_000026,COR,Codex,dppra_p2_strength_code,3
SRC_000026,COR,Codex,dppra_r_strength_code,2
SRC_000026,COR,Codex,eth_accountability_code,4
SRC_000026,COR,Codex,eth_autonomy_code,4
SRC_000026,COR,Codex,eth_beneficence_eth_code,3
SRC_000026,COR,Codex,eth_beneficence_mech_code,3
SRC_000026,COR,Codex,eth_equity_code,1
SRC_000026,COR,Codex,eth_integrity_code,4
SRC_000026,COR,Codex,eth_justice_code,2
SRC_000026,COR,Codex,eth_nonmaleficence_code,5
SRC_000026,COR,Codex,eth_privacy_code,1
SRC_000026,COR,Codex,eth_transparency_code,3
SRC_000026,COR,Codex,int_academic_intensity_code,0
SRC_000026,COR,Codex,int_assessment_intensity_code,0
SRC_000026,COR,Codex,int_data_prov_intensity_code,0
SRC_000026,COR,Codex,int_epistemic_intensity_code,3
SRC_000026,COR,Codex,int_research_intensity_code,0
SRC_000026,COR,Codex,int_system_tevv_intensity_code,4
SRC_000026,COR,Codex,journal_evidence_quality_strength_code,
SRC_000026,COR,Codex,surveillance_monitoring_presence_strength_code,
SRC_000027,COR,Codex,cb_benefit_intensity_code,3
SRC_000027,COR,Codex,cb_benefit_presence_strength_code,4
SRC_000027,COR,Codex,cb_cost_intensity_code,4
SRC_000027,COR,Codex,cb_cost_presence_strength_code,4
SRC_000027,COR,Codex,detection_verification_presence_strength_code,
SRC_000027,COR,Codex,dppra_a_strength_code,2
SRC_000027,COR,Codex,dppra_alignment_score_code,2
SRC_000027,COR,Codex,dppra_d_strength_code,4
SRC_000027,COR,Codex,dppra_p1_strength_code,2
SRC_000027,COR,Codex,dppra_p2_strength_code,2
SRC_000027,COR,Codex,dppra_r_strength_code,1
SRC_000027,COR,Codex,eth_accountability_code,4
SRC_000027,COR,Codex,eth_autonomy_code,4
SRC_000027,COR,Codex,eth_beneficence_eth_code,4
SRC_000027,COR,Codex,eth_beneficence_mech_code,4
SRC_000027,COR,Codex,eth_equity_code,3
SRC_000027,COR,Codex,eth_integrity_code,4
SRC_000027,COR,Codex,eth_justice_code,3
SRC_000027,COR,Codex,eth_nonmaleficence_code,4
SRC_000027,COR,Codex,eth_privacy_code,3
SRC_000027,COR,Codex,eth_transparency_code,3
SRC_000027,COR,Codex,int_academic_intensity_code,0
SRC_000027,COR,Codex,int_assessment_intensity_code,0
SRC_000027,COR,Codex,int_data_prov_intensity_code,0
SRC_000027,COR,Codex,int_epistemic_intensity_code,4
SRC_000027,COR,Codex,int_research_intensity_code,0
SRC_000027,COR,Codex,int_system_tevv_intensity_code,0
SRC_000027,COR,Codex,journal_evidence_quality_strength_code,
SRC_000027,COR,Codex,surveillance_monitoring_presence_strength_code,
SRC_000062,COR,Codex,cb_benefit_intensity_code,3
SRC_000062,COR,Codex,cb_benefit_presence_strength_code,3
SRC_000062,COR,Codex,cb_cost_intensity_code,4
SRC_000062,COR,Codex,cb_cost_presence_strength_code,4
SRC_000062,COR,Codex,detection_verification_presence_strength_code,
SRC_000062,COR,Codex,dppra_a_strength_code,2
SRC_000062,COR,Codex,dppra_alignment_score_code,3
SRC_000062,COR,Codex,dppra_d_strength_code,4
SRC_000062,COR,Codex,dppra_p1_strength_code,2
SRC_000062,COR,Codex,dppra_p2_strength_code,4
SRC_000062,COR,Codex,dppra_r_strength_code,3
SRC_000062,COR,Codex,eth_accountability_code,3
SRC_000062,COR,Codex,eth_autonomy_code,4
SRC_000062,COR,Codex,eth_beneficence_eth_code,3
SRC_000062,COR,Codex,eth_beneficence_mech_code,3
SRC_000062,COR,Codex,eth_equity_code,3
SRC_000062,COR,Codex,eth_integrity_code,4
SRC_000062,COR,Codex,eth_justice_code,3
SRC_000062,COR,Codex,eth_nonmaleficence_code,5
SRC_000062,COR,Codex,eth_privacy_code,0
SRC_000062,COR,Codex,eth_transparency_code,4
SRC_000062,COR,Codex,int_academic_intensity_code,0
SRC_000062,COR,Codex,int_assessment_intensity_code,0
SRC_000062,COR,Codex,int_data_prov_intensity_code,3
SRC_000062,COR,Codex,int_epistemic_intensity_code,3
SRC_000062,COR,Codex,int_research_intensity_code,0
SRC_000062,COR,Codex,int_system_tevv_intensity_code,4
SRC_000062,COR,Codex,journal_evidence_quality_strength_code,
SRC_000062,COR,Codex,surveillance_monitoring_presence_strength_code,
SRC_000063,COR,Codex,cb_benefit_intensity_code,4
SRC_000063,COR,Codex,cb_benefit_presence_strength_code,4
SRC_000063,COR,Codex,cb_cost_intensity_code,4
SRC_000063,COR,Codex,cb_cost_presence_strength_code,4
SRC_000063,COR,Codex,detection_verification_presence_strength_code,
SRC_000063,COR,Codex,dppra_a_strength_code,4
SRC_000063,COR,Codex,dppra_alignment_score_code,3
SRC_000063,COR,Codex,dppra_d_strength_code,4
SRC_000063,COR,Codex,dppra_p1_strength_code,4
SRC_000063,COR,Codex,dppra_p2_strength_code,4
SRC_000063,COR,Codex,dppra_r_strength_code,3
SRC_000063,COR,Codex,eth_accountability_code,4
SRC_000063,COR,Codex,eth_autonomy_code,3
SRC_000063,COR,Codex,eth_beneficence_eth_code,3
SRC_000063,COR,Codex,eth_beneficence_mech_code,4
SRC_000063,COR,Codex,eth_equity_code,1
SRC_000063,COR,Codex,eth_integrity_code,4
SRC_000063,COR,Codex,eth_justice_code,3
SRC_000063,COR,Codex,eth_nonmaleficence_code,5
SRC_000063,COR,Codex,eth_privacy_code,1
SRC_000063,COR,Codex,eth_transparency_code,3
SRC_000063,COR,Codex,int_academic_intensity_code,0
SRC_000063,COR,Codex,int_assessment_intensity_code,4
SRC_000063,COR,Codex,int_data_prov_intensity_code,0
SRC_000063,COR,Codex,int_epistemic_intensity_code,4
SRC_000063,COR,Codex,int_research_intensity_code,0
SRC_000063,COR,Codex,int_system_tevv_intensity_code,4
SRC_000063,COR,Codex,journal_evidence_quality_strength_code,
SRC_000063,COR,Codex,surveillance_monitoring_presence_strength_code,
SRC_000064,COR,Codex,cb_benefit_intensity_code,4
SRC_000064,COR,Codex,cb_benefit_presence_strength_code,4
SRC_000064,COR,Codex,cb_cost_intensity_code,3
SRC_000064,COR,Codex,cb_cost_presence_strength_code,3
SRC_000064,COR,Codex,detection_verification_presence_strength_code,
SRC_000064,COR,Codex,dppra_a_strength_code,3
SRC_000064,COR,Codex,dppra_alignment_score_code,3
SRC_000064,COR,Codex,dppra_d_strength_code,5
SRC_000064,COR,Codex,dppra_p1_strength_code,4
SRC_000064,COR,Codex,dppra_p2_strength_code,4
